law_id,name
XIIIP-632,Seimo nutarimas „Dėl Lietuvos Respublikos vaiko teisių apsaugos kontrolieriaus 2016 metų veiklos ataskaitos“
I-697,Seimo nutarimas „Dėl Lietuvos Respublikos valstybinio socialinio aprūpinimo sistemos pagrindų įstatymo įsigaliojimo“ pripažinimo netekusiu galios“
XIII-508,Seimo nutarimas „Dėl Lietuvos Respublikos vyriausiosios rinkimų komisijos sudarymo“
XII-964,Seimo nutarimas „Dėl Lietuvos sveikatos 2014–2025 metų -- strategijos patvirtinimo“
XI-2226,Seimo nutarimas „Dėl Lietuvos švietimo tarybos nuostatų patvirtinimo“
XIIIP-544,Seimo nutarimas „Dėl Lygių galimybių kontrolieriaus tarnybos 2016 metų ataskaitos“
XI-1297,Seimo nutarimas „Dėl Lituanistikos tradicijų ir paveldo įprasminimo komisijos“
XIIIP-3022(2),Seimo nutarimas „Dėl Loretos Tauginienės skyrimo akademinės etikos ir procedūrų kontroliere“
XIIIP-2549(2),Seimo nutarimas „Dėl Manto Martišiaus paskyrimo Lietuvos radijo ir televizijos komisijos pirmininku ir jo atleidimo iš Lietuvos radijo ir televizijos komisijos pirmininko pavaduotojo pareigų“
XIIIP-3842(2),Seimo nutarimas „Dėl Martino Žaltausko skyrimo Vyriausiosios tarnybinės etikos komisijos nariu“
XIIIP-3357(2),Seimo nutarimas „Dėl Medeinos Augustinavičienės skyrimo Valstybinės kainų ir energetikos kontrolės komisijos nare“
XIIIP-2545(2),Seimo nutarimas „Dėl Mykolo Romerio universiteto reorganizavimo prijungimo prie Vilniaus Gedimino technikos universiteto būdu pradžios“
XIIIP-2532(2),Seimo nutarimas „Dėl Mildos Vainiutės skyrimo Seimo kontroliere“
XIIIP-4690,Seimo nutarimas „Dėl Mindaugo Macijausko skyrimo Lietuvos Respublikos valstybės kontrolieriumi“
XIII-433,Seimo nutarimas „Dėl Nacionalinės sveikatos tarybos narių paskyrimo“
XIIIP-2108(2),Seimo nutarimas „Dėl Nacionalinės sveikatos tarybos pirmininko paskyrimo“
XIIIP-844(2),Seimo nutarimas „Dėl Neformaliojo vaikų švietimo krepšelio finansavimo tęstinumo ir plėtros“
XIIIP-2771,Seimo nutarimas „Dėl parlamentinio tyrimo dėl padėties žemės ūkio sektoriuje atlikimo ir pavedimo šį tyrimą atlikti Lietuvos Respublikos Seimo Kaimo reikalų komitetui“
XIII-2435,Seimo nutarimas „Dėl pavedimo Lietuvos Respublikos Seimo Nacionalinio saugumo ir gynybos komitetui atlikti parlamentinį tyrimą dėl Lietuvos Respublikos Seimo narės Irinos Rozovos veiklos ir ryšių galimai keliamos grėsmės nacionaliniam saugumui ir iš Lietuvos Respublikos valstybės saugumo departamento gautos informacijos netinkamo panaudojimo“
XIIIP-4413(2),Seimo nutarimas „Dėl pavedimo Lietuvos Respublikos valstybės kontrolei atlikti valstybinį auditą“
XIIIP-3124(2),Seimo nutarimas „Dėl pavedimo Lietuvos Respublikos Vyriausybei privalomojo referendumo dėl Lietuvos Respublikos Konstitucijos 12 straipsnio pakeitimo agitacijos laikotarpiu informuoti visuomenę apie spręsti šiuo referendumu teikiamo klausimo svarbą Valstybės ir Tautos gyvenimui arba įgalioti tai atlikti kitas institucijas“
XIIIP-1156(2),Seimo nutarimas „Dėl Prano Kuconio skyrimo Lietuvos Aukščiausiojo Teismo teisėju“
XIIIP-4717,Seimo nutarimas „Dėl pritarimo atleisti Arūną Dulkį atleidimo iš Lietuvos Respublikos valstybės kontrolieriaus pareigų“
XIIIP-4676(2),Seimo nutarimas „Dėl pritarimo atleisti Darių Jauniškį iš Lietuvos Respublikos valstybės saugumo departamento direktoriaus pareigų“
XIIIP-3815(2),Seimo nutarimas „Dėl pritarimo atleisti Egidiją Tamošiūnienę iš Lietuvos apeliacinio teismo Civilinių bylų skyriaus pirmininko pareigų“
XIIIP-3776(2),Seimo nutarimas „Dėl pritarimo atleisti Kęstutį Jucį iš Lietuvos apeliacinio teismo teisėjo pareigų“
XIIIP-3775(2),Seimo nutarimas „Dėl pritarimo atleisti Konstantiną Guriną iš Lietuvos apeliacinio teismo teisėjo pareigų“
XIII-2424,Seimo nutarimas „Dėl pritarimo atleisti Valdimarą Bavėjaną iš Lietuvos apeliacinio teismo teisėjo pareigų“
XIIIP-1501(2),Seimo nutarimas „Dėl pritarimo Lietuvos edukologijos universiteto ir Aleksandro Stulginskio universiteto reorganizavimui prijungimo būdu prie Vytauto Didžiojo universiteto“
XIIIP-2368(2),"Seimo nutarimas „Dėl pritarimo Lietuvos Respublikos Vyriausybės ir Lietuvos evangelikų reformatų Bažnyčios- Sinodo susitarimui „Dėl nekilnojamojo turto Kaune, E. Ožeškienės g. 41, grąžinimo Lietuvos evangelikų reformatų Bažnyčiai- Sinodui natūra“"
XIIIP-719(2),"Seimo nutarimas „Dėl pritarimo Lietuvos Respublikos Vyriausybės ir Lietuvos karaimų religinės bendruomenės susitarimui „Dėl pastato Trakuose, Karaimų g. 22, grąžinimo Lietuvos karaimų religinei bendruomenei natūra“"
XIIIP-1499(2),Seimo nutarimas „Dėl pritarimo Lietuvos sporto universiteto reorganizavimui jo prijungimo prie Lietuvos sveikatos mokslų universiteto būdu“
XIIIP-3733(2),Seimo nutarimas „Dėl pritarimo skirti Agnę Tikniūtę Lietuvos apeliacinio teismo teisėja“
XIIIP-2063(2),Seimo nutarimas „Dėl pritarimo skirti Aldoną Tilindienę Lietuvos apeliacinio teismo teisėja“
XIIIP-3731(2),Seimo nutarimas „Dėl pritarimo skirti Aleną Piesliaką Lietuvos apeliacinio teismo teisėju“
XIII-507,Seimo nutarimas „Dėl pritarimo skirti Aloyzą Kruopį Lietuvos apeliacinio teismo Baudžiamųjų bylų skyriaus pirmininku“
XIIIP-3012(2),Seimo nutarimas „Dėl pritarimo skirti Astą Radzevičienę Lietuvos apeliacinio teismo teisėja“
XIIIP-4677(2),Seimo nutarimas „Dėl pritarimo skirti Darių Jauniškį Lietuvos Respublikos valstybės saugumo departamento direktoriumi“
XIIIP-1764(2),Seimo nutarimas „Dėl pritarimo skirti Ernestą Montvidienę Lietuvos apeliacinio teismo teisėja“
XIIIP-3946,Seimo nutarimas „Dėl pritarimo skirti Ernestą Rimšelį Lietuvos apeliacinio teismo teisėju“
XIIIP-841(2),Seimo nutarimas „Dėl pritarimo skirti Jolantą Čepukėnienę Lietuvos apeliacinio teismo teisėja“
XIIIP-3013(2),Seimo nutarimas „Dėl pritarimo skirti Jūratę Varanauskaitę Lietuvos apeliacinio teismo teisėja“
XIIIP-1739(2),Seimo nutarimas „Dėl pritarimo skirti Justą Namavičių Lietuvos apeliacinio teismo teisėju“
XIIIP-2062(2),Seimo nutarimas „Dėl pritarimo skirti Marių Bajorą Lietuvos apeliacinio teismo teisėju“
XIIIP-804(2),Seimo nutarimas „Dėl pritarimo skirti Reginą Pocienę Lietuvos apeliacinio teismo teisėja“
XIIIP-3730(2),Seimo nutarimas „Dėl pritarimo skirti Viliją Mikuckienę Lietuvos apeliacinio teismo teisėja“
XIIIP-3729(2),Seimo nutarimas „Dėl pritarimo skirti Virginiją Liudvinavičienę Lietuvos apeliacinio teismo teisėja“
XIIIP-3732(2),Seimo nutarimas „Dėl pritarimo skirti Vytautą Zelianką Lietuvos apeliacinio teismo teisėju“
XIIIP-1771(2),Seimo nutarimas „Dėl pritarimo skirti Žydrūną Bartkų Lietuvos Respublikos specialiųjų tyrimų tarnybos direktoriumi“
XIIIP-1986(2),Seimo nutarimas „Dėl pritarimo Šiaulių universiteto reorganizavimui prijungimo prie Vilniaus universiteto būdu“
XIIIP-3696(2),Seimo nutarimas „Dėl pritarimo Valdemaro Rupšio skyrimui Lietuvos Respublikos kariuomenės vadu“
XIII-1537,Seimo nutarimas „Dėl privalomojo referendumo dėl Lietuvos Respublikos Konstitucijos 12 straipsnio pakeitimo paskelbimo“
XIIIP-2024(2),Seimo nutarimas „Dėl Renato Pociaus skyrimo Valstybinės kainų ir energetikos kontrolės komisijos nariu“
XIIIP-3728(2),Seimo nutarimas „Dėl Rimvydo Norkaus atleidimo iš Lietuvos Aukščiausiojo Teismo teisėjo ir šio teismo pirmininko pareigų“
XIIIP-2531(2),Seimo nutarimas „Dėl rinkimų į Europos Parlamentą datos paskelbimo“
XIIIP-1153(2),Seimo nutarimas „Dėl Sigitos Bieliauskienės skyrimo Lietuvos Aukščiausiojo Teismo teisėja“
XIIIP-1281(2),Seimo nutarimas „Dėl Sigitos Rudėnaitės skyrimo Lietuvos Aukščiausiojo Teismo Civilinių bylų skyriaus pirmininke“
XIIIP-3056(2),Seimo nutarimas „Dėl Šiaulių universiteto prijungimo prie Vilniaus universiteto terminų ir sąlygų“
XIIIP-4982(2),Seimo nutarimas „Dėl Šiaulių universiteto reorganizavimo prijungimo prie Vilniaus universiteto būdu“
XIIIP-4352(2),Seimo nutarimas „Dėl Šv. Jono bažnyčios su bokštu atkūrimo Klaipėdoje “
XIIIP-1954(2),Seimo nutarimas „Dėl tarptautinių karinių pratybų „Kardo kirtis 2018“
XIIIP-629(2),"Seimo nutarimas „Dėl teisės aktų, reguliuojančių Lietuvos Respublikos pilietybės santykius, nuostatų atitikties Lietuvos Respublikos Konstitucijai“ir 2013 m. kovo 13 d. sprendimo „Dėl Lietuvos Respublikos Konstitucinio teismo 2003 m. gruodžio 30 d., 2006 m. lapkričio 13 d. nutarimų nuostatų išaiškinimo“teiginius, susijusius su Lietuvos Respublikos piliečių galimybėmis kartu būti ir kitos valstybės piliečiais“"
XIIIP-5003(2),Seimo nutarimas „Dėl Teresės Birutės Burauskaitės atleidimo iš Lietuvos gyventojų genocido ir rezistencijos tyrimo centro generalinio direktoriaus pareigų“
XIIIP-1519,Seimo nutarimas „Dėl UAB „Lietuvos energija“dukterinės bendrovės UAB „NT Valdos“nekilnojamojo turto viešo pardavimo konkurso stabdymo“
XIIIP-4882(2),Seimo nutarimas „Dėl Vaidutės Ščiglienės paskyrimo Valstybinės kultūros paveldo komisijos pirmininke“
XIIIP-2069(2),Seimo nutarimas „Dėl Valstybinės kalbos politikos 2018- 2022 metų gairių“
IX-2232,Seimo nutarimas „Dėl Valstybinės lietuvių kalbos komisijos nuostatų patvirtinimo“
XIIIP-2693(2),"Seimo nutarimas „Dėl Valstybinės narkotikų, tabako ir alkoholio kontrolės ir vartojimo prevencijos 2018-2028 metų programos patvirtinimo“"
XIIIP-1519(2),Seimo nutarimas „Dėl valstybinės žemės efektyvaus valdymo ir kontrolės“
XIIIP-4966(2),Seimo nutarimas „Dėl Valstybinio Plėtros banko steigimo ir valstybės dalyvavimo kredito įstaigų kapitale“
XIII-533,Seimo nutarimas „Dėl valstybinių universitetų tinklo optimizavimo plano patvirtinimo“
XIIIP-1288(4),Seimo nutarimas „Dėl vasaros laiko taikymo Lietuvos Respublikos teritorijoje“
XIIIP-98(2),Seimo nutarimas „Dėl Vyganto Vaitkaus atleidimo iš Valstybinės kainų ir energetikos kontrolės komisijos nario pareigų“
XIIIP-3356(2),Seimo nutarimas „Dėl Viktorijos Sankauskaitės atleidimo iš Valstybinės kainų ir energetikos kontrolės komisijos nario pareigų“
IX-861,Seimo nutarimas „Dėl Vilniaus pilių valstybinio kultūrinio rezervato ribų nustatymo ir jo zonų ribų plano patvirtinimo“
XIIIP-1003(2),Seimo nutarimas „Dėl Virginijaus Kanapinsko skyrimo Vyriausiosios tarnybinės etikos komisijos nariu“
VIII-1223,"Seimo nutarimas „Dėl Vyriausiosios tarnybinės etikos komisijos nuostatų patvirtinimo"""
XIIIP-4258(2),Seimo nutarimas „Dėl Vytauto Masioko atleidimo iš Lietuvos Aukščiausiojo Teismo teisėjo pareigų“
VIII-340,Seimo nutarimas „Dėl Lietuvos Respublikos Seimo Pasipriešinimo okupaciniams režimams dalyvių ir nuo okupacijų nukentėjusių asmenų teisių ir reikalų komisijos nuostatų patvirtinimo“
XIIIP-1536(2),"Seimo protokolinio nutarimas ""Dėl pritarimo Irmanto Jarukaičio kandidatūros siūlymui į Europos Sąjungos Teisingumo Teismo teisėjus"""
XIIIP-3108,Seimo protokolinio nutarimas „Dėl pritarimo Gedimino Mesonio ir Rimvydo Norkaus kandidatūrų siūlymui į Europos Sąjungos Bendrojo Teismo teisėjus“
XIIIP-3761,Seimo protokolinio nutarimas „Dėl pritarimo Virginijaus Sinkevičiaus kandidatūros siūlymui į Europos Komisijos narius“
